Date,Price,Open,High,Low,Vol.,Change %
27/06/2025,119995.76,120772.68,120932.8,119918.84,625.37M,-0.0065
26/06/2025,120779.05,121257.69,121258.58,119853.28,892.90M,-0.0039
25/06/2025,121257.69,119804.83,121264.18,119804.83,861.63M,0.0122
24/06/2025,119790.82,118579.65,119823.55,118579.65,756.47M,0.0102
23/06/2025,118579.65,118138.22,118704.3,118138.22,653.65M,0.0037
20/06/2025,118138.22,117861.13,118152.38,117693.66,522.79M,0.0024
19/06/2025,117861.13,116786.87,117887.8,116785.14,893.95M,0.006
18/06/2025,117156.16,114909.75,117257.38,114909.14,640.08M,0.0195
17/06/2025,114910.16,115258.77,115366.24,114573.48,787.26M,-0.003
16/06/2025,115258.77,115468.97,115468.97,114250.36,721.75M,-0.0015
13/06/2025,115429.54,114659.11,115493.06,114657.41,933.19M,0.0067
11/06/2025,114659.11,114017.48,114784.46,114017.48,471.07M,-0.0014
10/06/2025,114820.86,114616.75,115327.6,114603.55,646.54M,0.0018
05/06/2025,114616.75,112781.73,114616.75,112780.93,1.28B,0.0163
04/06/2025,112781.73,112427.97,112786.24,112427.97,601.49M,0.0032
03/06/2025,112427.48,112015.96,112521.13,111985.83,622.61M,0.0036
02/06/2025,112026.26,111742.01,112048.3,111650.79,517.81M,0.0025
30/05/2025,111742.01,111817.08,111960.41,111696.56,1.90B,-0.0007
29/05/2025,111818.08,111915.29,112237.26,111651.72,556.43M,-0.0008
28/05/2025,111902.61,111606.22,112000.7,111579.6,512.15M,0.0027
27/05/2025,111606.22,109884.59,111612.84,109884.59,409.57M,0.015
26/05/2025,109953,109028.62,109990.05,109028.62,414.37M,0.0085
23/05/2025,109028.62,109183.02,109390.76,109028.62,637.54M,-0.0014
22/05/2025,109183.93,109594.06,109617.36,109077.26,746.94M,-0.004
21/05/2025,109619.1,109730.47,109877.09,109595.44,664.14M,-0.001
20/05/2025,109730.47,109697.83,109800.94,109425.54,496.96M,0.0003
19/05/2025,109697.83,109710.37,109898.77,109540.54,486.01M,-0.0001
16/05/2025,109710.35,109467.64,109710.35,109467.64,431.76M,0.0022
15/05/2025,109467.64,109059.33,109481.89,108929.68,729.87M,0.0037
14/05/2025,109059.33,108762.61,109059.33,108281.55,531.28M,0.0027
13/05/2025,108763.55,108261.47,108799.28,108261.47,498.45M,0.0027
12/05/2025,108467.98,108747.01,108750.62,108467.98,414.35M,-0.0024
09/05/2025,108733.4,109231.96,109333.11,108674.7,459.19M,-0.0046
08/05/2025,109231.96,108849.83,109233.59,108799.59,554.06M,0.0021
07/05/2025,109001.89,108361.1,109017.09,108356.82,587.46M,0.0059
06/05/2025,108361.1,106698.5,108377.46,106658.85,475.46M,0.0156
05/05/2025,106698.5,106010.61,106707.59,106010.61,569.04M,0.0062
02/05/2025,106042.57,105920.18,106078.44,105551.89,573.06M,0.0023
30/04/2025,105800.85,105931.18,105931.75,105178.61,392.99M,-0.0012
29/04/2025,105931.18,106116.18,106466.88,105931.18,733.05M,-0.0018
28/04/2025,106124.14,105752.61,106307.35,105725.64,500.54M,0.0035
25/04/2025,105753.05,106074.26,106074.26,104804.13,428.07M,-0.003
24/04/2025,106074.26,105283.67,106102.95,105283.67,328.01M,0.0073
23/04/2025,105305.25,104736.77,105305.25,104736.77,744.78M,0.0053
22/04/2025,104744.98,104235.21,104788.09,104229.77,353.04M,0.0048
17/04/2025,104242.4,103851.88,104247.53,103788.56,376.29M,0.0038
16/04/2025,103851.88,104560.02,104589.72,103597.15,351.65M,-0.0068
15/04/2025,104560.02,104529.62,104660.92,104509.25,368.77M,0.0003
14/04/2025,104529.62,104563.34,104828.1,104402.31,428.15M,-0.0003
11/04/2025,104563.34,104767.03,104882.85,104311.19,379.94M,-0.0021
10/04/2025,104788.25,104382.57,104821.27,104382.57,432.55M,0.0058
09/04/2025,104187,104376.73,104561.17,104128.89,376.61M,-0.0018
08/04/2025,104376.73,104216.87,104379.45,104067.69,460.56M,0.0015
07/04/2025,104216.87,105511.89,105511.89,103941.64,444.10M,-0.0123
04/04/2025,105511.89,105525.26,105547.73,105423.29,348.11M,-0.0001
03/04/2025,105525.26,105515.99,105656.06,105446.4,397.11M,-0.0002
02/04/2025,105547.16,105660.64,105724.81,105531.1,438.08M,-0.0012
28/03/2025,105670.36,105435.94,105708.06,105245.24,544.06M,0.0023
27/03/2025,105426.12,105432.86,105485.51,105102.4,423.61M,-0.0006
26/03/2025,105485.99,105592.71,105814.65,105459.96,1.29B,-0.001
25/03/2025,105593.28,105551.39,105645.48,105393.98,349.31M,0.0004
24/03/2025,105551.39,104962.96,105614.13,104962.96,440.50M,0.0056
21/03/2025,104962.96,104858.77,105128.06,104858.77,396.27M,0.001
20/03/2025,104858.77,104915.13,104972.01,104717.87,310.52M,-0.0005
19/03/2025,104915.13,105382.53,105382.53,104885.52,1.37B,-0.0044
18/03/2025,105375.69,105799.17,105858.73,105015.19,349.98M,-0.004
17/03/2025,105799.17,105958.4,105967.15,105725.88,477.50M,-0.0019
14/03/2025,105995.32,106220.94,106220.94,105958.26,750.57M,-0.0021
13/03/2025,106220.94,106090.38,106288.9,106022.1,341.66M,0.0012
12/03/2025,106090.38,106172.45,106227.96,106057.78,1.50B,-0.0007
11/03/2025,106167.75,106621.91,106621.91,106154.38,324.37M,-0.0043
10/03/2025,106621.91,106542.11,106873.55,106527.28,364.97M,0.0008
07/03/2025,106538.6,106790.56,106960.31,106248.35,349.18M,-0.0023
06/03/2025,106780.72,106436.48,106811.93,106426.71,375.62M,0.0032
05/03/2025,106436.48,106904.25,106904.25,106381.22,389.55M,-0.0044
04/03/2025,106904.25,107455.13,107455.13,106852.31,395.46M,-0.0051
03/03/2025,107455.13,107821.39,107955.09,107455.13,308.08M,-0.0034
28/02/2025,107821.39,107780.19,107823.19,107557.85,458.26M,0.0014
27/02/2025,107675.46,107800.92,107987.26,107572.23,423.38M,-0.0011
26/02/2025,107798.99,107781.79,107876.01,107736.38,245.51M,0.0002
25/02/2025,107781.78,108126.97,108127.65,107778.32,362.83M,-0.0032
24/02/2025,108126.97,108497.4,108605.58,108089.72,357.75M,-0.0034
21/02/2025,108497.4,108568.5,108568.5,108298.57,315.72M,-0.0007
20/02/2025,108568.5,108609.51,108816.87,108554.73,421.13M,-0.0004
19/02/2025,108609.51,107670.98,108718.19,107613.89,343.70M,0.0087
18/02/2025,107670.98,107937.74,107964.37,107529.66,408.69M,-0.0025
17/02/2025,107937.74,108217.81,108235.69,107911.41,510.90M,-0.0011
14/02/2025,108053.94,109185.76,109850.83,108011.11,478.76M,-0.0102
13/02/2025,109172.03,107822.52,109178,107805.81,427.07M,0.0125
12/02/2025,107822.51,106613.56,107861.19,106613.56,461.71M,0.0117
11/02/2025,106574.71,105891.24,106726.56,105873.01,478.33M,0.0065
10/02/2025,105891.33,105933.03,106071.16,105885.94,566.78M,-0.0004
07/02/2025,105933.03,105432.57,105933.03,105404.95,381.97M,0.0048
06/02/2025,105430.15,105324.89,105531.59,105324.89,537.18M,0.001
05/02/2025,105324.89,104788.35,105377.83,104761.19,1.06B,0.0051
04/02/2025,104788.35,104628.52,104788.35,104542.32,471.69M,0.0015
03/02/2025,104630.3,104496.12,104707.47,104463.49,510.55M,0.0013
31/01/2025,104496.12,104745.08,104759.36,104442.27,1.17B,-0.0024
30/01/2025,104744.43,104549.96,104744.43,104409.32,497.35M,0.0019
29/01/2025,104549.74,103958.75,104615.12,103958.75,417.60M,0.0057
28/01/2025,103958.75,104418.95,104483.38,103741.7,542.22M,-0.0044
27/01/2025,104418.95,103598.32,104489.93,103598.32,518.27M,0.0079
24/01/2025,103598.54,102788.2,103631.08,102788.2,576.41M,0.0079
23/01/2025,102788.2,102832.71,103058.88,102701.71,390.36M,-0.0005
22/01/2025,102836.35,103137.99,103157.16,102833.57,393.78M,-0.0029
21/01/2025,103137.99,102370.36,103210.38,102370.36,439.62M,0.0075
20/01/2025,102370.36,102353.68,102375.97,102145.2,352.15M,0.0002
17/01/2025,102353.68,102183.06,102353.68,102110.2,327.83M,0.0017
16/01/2025,102183.06,102095.95,102311.48,100860.52,467.15M,0.0009
15/01/2025,102095.95,103622.09,103787.11,102095.95,428.03M,-0.0147
14/01/2025,103622.09,105367.25,105456.36,103607.62,508.15M,-0.0166
13/01/2025,105367.25,105451.06,105462.6,105318.1,505.78M,-0.0008
10/01/2025,105451.06,105525.94,105556.71,105309.96,511.25M,-0.0008
09/01/2025,105530.74,104231.89,105538.75,104220.46,489.52M,0.0125
08/01/2025,104230.73,103398.82,104241.83,103299.82,639.46M,0.008
07/01/2025,103398.82,103648.24,103850.77,103348.84,1.11B,-0.0024
06/01/2025,103648.24,103586.72,103816.57,103586.72,855.86M,0.0006
03/01/2025,103586.33,103182.24,103586.33,103182.01,709.25M,0.0039
02/01/2025,103180.14,102928.57,103185.74,102888.33,829.75M,0.0025
31/12/2024,102926.4,103149.35,103191.65,102781.85,437.75M,-0.0022
30/12/2024,103149.35,102133.3,103242.01,102122.69,641.08M,0.0099
27/12/2024,102133.3,102188.85,102406.95,102033.63,443.72M,-0.0005
24/12/2024,102186.03,101365.06,102206.85,101055.65,397.52M,0.0082
23/12/2024,101356.15,101114.25,101488.1,101042.57,503.18M,0.0022
20/12/2024,101129.09,101247.53,101350.47,100796.84,513.56M,-0.0012
19/12/2024,101248.02,100482.73,101290.57,100482.73,400.44M,0.0077
18/12/2024,100477.46,100050.94,100477.46,100050.94,389.70M,0.0043
17/12/2024,100050.94,99927.85,100086.21,99791.29,477.88M,0.0013
16/12/2024,99922.63,99389.34,100086.8,99389.15,740.89M,0.0055
13/12/2024,99378.28,98760.59,99383.94,98724.45,534.23M,0.0063
12/12/2024,98760.59,98509.68,98766,98500.57,489.65M,0.0025
11/12/2024,98509.68,98206.97,98509.68,98186.42,320.10M,0.0031
10/12/2024,98206.97,98043.02,98340.1,98043.02,939.40M,0.001
09/12/2024,98107.52,98210.75,98262.43,98033.74,436.04M,-0.0011
06/12/2024,98210.75,98114.11,98255.46,98113.07,1.04B,0.001
05/12/2024,98114.11,98174.99,98216.68,98022.42,723.00M,-0.0006
04/12/2024,98174.99,97702.56,98273.64,97702.56,521.91M,0.0048
03/12/2024,97702.56,97733.86,98052.07,97684.14,399.49M,-0.0003
02/12/2024,97733.86,97506.87,97761.65,97466.79,451.10M,0.0023
29/11/2024,97506.87,97784.02,97885.31,97335.88,515.48M,-0.0028
28/11/2024,97783.81,97296.57,97807.65,97296.57,632.74M,0.005
27/11/2024,97296.57,97637.56,97642.49,97267.76,822.46M,-0.0035
26/11/2024,97639.88,97627.95,97678.14,97524.91,552.10M,0.0001
25/11/2024,97626.27,97829.02,97850.73,97596.07,671.26M,-0.0021
22/11/2024,97829.02,97992.55,98007.43,97775.08,366.62M,-0.0023
21/11/2024,98050.12,98227.5,98249.39,98036.9,467.67M,-0.0018
20/11/2024,98227.5,97972.92,98242.49,97970.23,370.52M,0.0026
19/11/2024,97972.33,97745.3,97975.29,96404.07,333.95M,0.0023
18/11/2024,97747.27,97722.28,97855.16,97713.48,413.35M,0.0002
15/11/2024,97725.64,97233.07,97725.64,97233.07,295.19M,0.0051
14/11/2024,97233.07,97418.83,97419.92,96857.6,291.53M,-0.0025
13/11/2024,97477.8,97260.39,97477.8,97260.39,247.00M,0.0022
12/11/2024,97260.75,97351.66,97378.62,97215.17,350.38M,-0.0012
11/11/2024,97374.25,97184.21,97548.03,97168.38,297.80M,0.0014
08/11/2024,97236.19,96924.86,97377.88,96924.86,477.94M,0.0032
07/11/2024,96924.86,96567.24,97071.35,96472.49,628.36M,0.0009
06/11/2024,96834.77,97123.61,97123.61,96815.71,418.37M,-0.003
05/11/2024,97123.61,96907.73,97124.57,96597.7,540.76M,0.0022
04/11/2024,96907.98,97432.02,97468.26,96707.07,1.22B,-0.0054
01/11/2024,97432.02,97650.66,97666.35,97270.88,888.77M,-0.0022
31/10/2024,97651.23,98013.21,98144.45,96995.46,532.87M,-0.0038
30/10/2024,98023.23,98058.07,98087.12,97736.82,538.95M,-0.0004
29/10/2024,98058.07,98710.53,98851.11,98000.86,399.72M,-0.0066
28/10/2024,98708.9,99448.91,99583.14,98695.18,353.18M,-0.0074
25/10/2024,99448.91,99189.95,99571.89,99110.91,460.86M,0.0026
24/10/2024,99189.95,98921.84,99217.96,98528.96,400.91M,0.0025
23/10/2024,98944.42,98892.58,99014.85,98556.21,283.73M,0.0005
22/10/2024,98892.58,98690.61,98912.97,98671.71,591.01M,0.002
21/10/2024,98694.8,98071.23,98932.46,97765.03,405.02M,0.0064
18/10/2024,98070.47,98140.05,98140.05,97484.1,358.84M,-0.0001
17/10/2024,98081.38,98291.53,98321.71,97644.48,239.31M,-0.0021
16/10/2024,98291.53,98545.95,98576.72,98194.41,257.53M,-0.0025
15/10/2024,98540.93,98215.13,98573.12,98215.13,286.04M,0.0033
14/10/2024,98215.13,97606.63,98223.04,97568.52,304.97M,0.0062
11/10/2024,97606.63,97477.19,97654.74,97434.68,304.39M,0.0013
10/10/2024,97477.19,97487.14,97506.01,97398.07,277.74M,-0.0001
09/10/2024,97487.14,97584.81,97687.52,97464.47,356.12M,-0.001
08/10/2024,97584.81,97706.7,97899.5,97323.51,719.10M,-0.0012
07/10/2024,97706.7,97520.54,97802.95,97401.99,308.71M,0.0019
04/10/2024,97520.54,97064.42,97632.32,96945.89,320.70M,0.0047
03/10/2024,97064.42,98232.39,98277.63,96684.9,268.39M,-0.0119
02/10/2024,98232.39,98552.84,98590.8,98229.66,425.76M,-0.0033
30/09/2024,98558.79,98469.6,98775.64,97991.05,586.13M,0.001
27/09/2024,98458.68,98523.56,98555.64,98432.09,797.21M,-0.0007
26/09/2024,98523.56,98987.42,99175.85,98436.83,344.35M,-0.0047
25/09/2024,98987.42,98568.59,99101.04,98566.49,603.30M,0.0042
24/09/2024,98568.59,98386.6,98583.12,98254.56,762.99M,0.0018
23/09/2024,98386.6,98397.91,98522.39,98301.25,410.42M,0.0014
20/09/2024,98247.99,98003.75,98247.99,97698.55,554.22M,0.002
19/09/2024,98049.04,98230.92,98230.92,98004.69,456.97M,-0.0019
18/09/2024,98230.92,97582.57,98238.25,97582.57,361.30M,0.0056
17/09/2024,97685.64,97466.2,97723.2,97256.27,471.30M,0.0024
13/09/2024,97456.62,97143.86,97460.08,97101.82,412.90M,0.0044
12/09/2024,97025.17,96715.04,97108.3,96715.04,390.50M,0.0032
11/09/2024,96715.04,96802.8,96875.78,96702.26,600.03M,-0.0009
10/09/2024,96802.8,96205.85,96802.8,96151.57,400.54M,0.0062
09/09/2024,96206.18,96433.53,96620.02,96068.36,774.37M,-0.0024
06/09/2024,96433.53,96210.22,96460.87,96210.22,380.65M,0.0023
05/09/2024,96210.2,96537.48,96537.48,96092.31,388.59M,-0.0034
04/09/2024,96537.48,96830.46,96836.49,96525.21,389.22M,-0.0035
03/09/2024,96873.74,96962.75,97005.19,96780.65,473.00M,0.0008
02/09/2024,96793.95,96579.54,96970.18,96579.54,498.11M,0.0022
30/08/2024,96580.01,96409.53,96719.61,96409.5,573.96M,0.0018
29/08/2024,96408.22,96203.65,96512.98,96203.65,966.97M,0.0021
28/08/2024,96203.99,96510.13,96746.42,96137.14,446.61M,-0.0032
27/08/2024,96510.13,96037.28,96526.78,96037.28,443.15M,0.0049
26/08/2024,96037.28,95973.45,96719.05,95973.45,390.47M,0.0007
23/08/2024,95973.45,95718.05,95973.45,95717.31,327.28M,0.0027
22/08/2024,95718.05,95916.99,95946.55,94563.21,393.61M,-0.0012
21/08/2024,95832.29,95895.92,95935.04,95823.35,360.56M,-0.0007
20/08/2024,95895.92,95779.79,95904.95,95764.24,1.01B,0.0012
19/08/2024,95781.68,97100.31,97505.39,95634.97,405.24M,-0.0136
16/08/2024,97100.31,97100.36,97158.87,97066.43,348.95M,0
15/08/2024,97100.36,97199.6,97199.6,97002.58,271.25M,-0.0015
14/08/2024,97248.82,97390.32,97477.07,97220.56,315.30M,-0.0014
13/08/2024,97390.01,97801.02,98341.34,96984.43,599.24M,-0.005
12/08/2024,97881.75,98545.47,99015.62,97735.21,498.25M,-0.0073
09/08/2024,98605.79,98116.27,98631.04,98116.27,477.44M,0.005
08/08/2024,98118.3,97101.8,98118.3,97101.8,604.26M,0.0103
07/08/2024,97119.03,96928.52,97158.66,96928.52,636.50M,0.002
06/08/2024,96928.52,97582.41,97742.13,96843.07,449.18M,-0.0067
05/08/2024,97582.41,97751.75,97939.56,97460.12,323.93M,-0.0017
02/08/2024,97745.73,97359.91,97746.55,97359.91,210.89M,0.004
01/08/2024,97359.76,97774.22,97838.68,97353.35,565.06M,-0.0042
31/07/2024,97774.22,97893.88,97977.92,97708.77,1.84B,-0.0006
30/07/2024,97830.65,98131.8,98242.21,97793.23,399.24M,-0.0031
29/07/2024,98132.15,98201.21,98258.06,98035.58,378.96M,-0.0007
26/07/2024,98201.49,100156.96,100230.73,98153.48,1.10B,-0.0195
25/07/2024,100156.96,100365.17,100367.94,100108.89,366.25M,-0.0021
24/07/2024,100365.17,100486.12,100486.12,100285.2,497.84M,-0.0012
23/07/2024,100486.12,100568.6,100573.97,100422.23,280.92M,-0.0008
22/07/2024,100568.6,100539.4,100586.42,100506.84,335.68M,0.0003
19/07/2024,100539.4,100503.21,100541.76,100315.93,603.87M,0.0004
18/07/2024,100503.21,100031.36,100612.86,99830.8,392.73M,0.0047
17/07/2024,100032.32,100075.59,100277.8,99955.79,1.10B,-0.0004
16/07/2024,100075.59,99938.56,100077.3,99891.74,368.36M,0.001
15/07/2024,99971.64,99671.28,99981.58,99671.28,362.39M,0.003
12/07/2024,99671.28,99468.9,99753.65,99417.91,420.87M,0.002
11/07/2024,99468.9,99802.08,99827.6,99441.78,296.72M,-0.0033
10/07/2024,99802.08,99805.95,99812.23,99702.41,935.10M,0
09/07/2024,99805.95,100006.79,100006.79,99781.65,304.12M,-0.002
08/07/2024,100007.11,100022.03,100022.23,99894.52,689.96M,-0.0001
05/07/2024,100022.03,100063.32,100102.79,99877.68,412.64M,-0.0004
04/07/2024,100063.55,100299.48,100388.76,99864.15,863.57M,-0.0024
03/07/2024,100299.48,100071.3,100308.97,100071.3,342.19M,0.0023
02/07/2024,100067.77,100020.83,100171.03,100012.14,365.64M,0.0005
01/07/2024,100020.83,100057.49,100094.51,99972.31,274.67M,-0.0004
28/06/2024,100057.49,99396.23,100067.68,99396.23,509.70M,0.0067
27/06/2024,99396.23,99385.27,99839.87,99290.43,529.37M,0.0001
26/06/2024,99385.44,99214.77,99439.15,99214.76,276.35M,0.0017
25/06/2024,99217.6,99304.12,99304.12,99169.02,361.57M,-0.0044
24/06/2024,99656.38,99743.05,99834,99538.7,973.60M,-0.0009
21/06/2024,99743.05,99944.48,100045.03,99633.13,617.22M,-0.001
20/06/2024,99843.06,99840.95,100042.7,99756.04,1.30B,0
19/06/2024,99842.19,99925.29,100119.76,99778.78,1.38B,-0.0008
14/06/2024,99925.88,99836.64,99925.88,99712.74,318.09M,0.0009
13/06/2024,99832.25,99630.51,99835.02,99621.86,502.59M,0.002
11/06/2024,99630.51,99784.64,99929.39,99571.82,848.94M,-0.0016
10/06/2024,99793.71,99221.14,99793.71,99221.14,963.51M,0.0058
07/06/2024,99222.33,99134.85,99225.47,99079.6,388.01M,0.0009
06/06/2024,99134.85,99284.38,99297.56,99086.88,309.79M,-0.0015
05/06/2024,99284.38,99051.02,99284.38,98893.55,308.05M,0.0024
04/06/2024,99051.02,99118.86,99189.66,98976.75,347.38M,-0.0012
03/06/2024,99173.87,99312.95,99341.29,99063.08,349.59M,-0.0013
31/05/2024,99300.62,99276.03,99385.03,99273.42,433.99M,0.0002
30/05/2024,99276.03,98830.73,99281.72,98788.44,309.70M,0.0046
29/05/2024,98818.04,98411.32,98818.04,98411.32,518.95M,0.0044
28/05/2024,98383.04,97863.34,98383.04,97857.87,559.61M,0.0053
27/05/2024,97864.65,97612.51,97985.61,97612.51,366.98M,0.0026
24/05/2024,97612.51,97978.02,98068.35,97556.6,769.09M,-0.0037
23/05/2024,97978.26,98128,98144.45,97742.84,316.45M,-0.0015
22/05/2024,98129.16,98285.56,98374.11,98082.05,271.71M,-0.0016
21/05/2024,98285.33,98205.2,98396.52,98175.79,222.79M,0.0011
20/05/2024,98177.88,98125.73,98178.32,97723.32,405.66M,0.0005
17/05/2024,98125.73,98156.71,98208.81,97984.19,140.75M,-0.0003
16/05/2024,98156.71,97343.42,98156.71,96961.25,295.45M,0.0079
15/05/2024,97386.62,97473.98,97516.36,97326.67,290.22M,-0.0009
14/05/2024,97473.98,97711.88,97711.88,97447.27,305.69M,-0.0024
13/05/2024,97709.7,98233.76,98261.51,97689.04,439.10M,-0.0053
10/05/2024,98234,98255.72,98424.94,98212.78,344.37M,-0.0002
09/05/2024,98255.72,98223.97,98428.9,98223.97,503.79M,0.0003
08/05/2024,98223.97,98228.5,98248.87,98048.96,319.07M,0
07/05/2024,98228.5,98741.51,98819.95,98201.94,425.65M,-0.0048
06/05/2024,98703.68,99599.34,100437.71,98703.68,421.72M,-0.0089
03/05/2024,99587.25,98740.76,99595.83,98740.76,446.55M,0.0083
02/05/2024,98762.78,98224.53,98763.02,98224.53,665.18M,0.0055
30/04/2024,98225.63,97879.94,98225.63,97734.56,552.20M,0.0027
29/04/2024,97962.24,98152.91,98311.09,97836.54,277.24M,-0.0022
26/04/2024,98176.76,98169.3,98200.52,97980.56,265.07M,0.0001
25/04/2024,98169.3,98121.3,98183.94,97929.4,297.18M,0.0003
24/04/2024,98135.42,99289.56,99383.8,98135.42,395.19M,-0.0118
23/04/2024,99311.54,99588.89,99758.16,99293.28,453.65M,-0.004
22/04/2024,99706.4,99539.75,99846.26,99507.03,306.60M,0.0017
19/04/2024,99539.75,99845.91,99934.79,99539.75,257.85M,-0.0031
18/04/2024,99845.91,99915.17,100073.32,99792.21,285.90M,-0.0006
17/04/2024,99909.54,99808.34,100068.76,99753.51,322.65M,-0.008
16/04/2024,100717.21,101777.12,101777.12,100708.92,403.88M,-0.0104
15/04/2024,101778.47,102314.56,102367.97,101744.88,326.63M,-0.0052
12/04/2024,102314.56,103046.99,103071.3,100492.45,734.01M,-0.0071
08/04/2024,103047.23,103437.67,103548.23,103047.07,397.84M,-0.0038
05/04/2024,103437.67,103736.08,103736.08,103412.33,1.82B,-0.0029
04/04/2024,103736.08,104181.32,104181.32,103736.08,487.46M,-0.0043
03/04/2024,104181.32,104518.14,104539.22,104181.32,404.96M,-0.0032
02/04/2024,104518.14,104566.2,104791.48,104379.27,545.31M,-0.0004
28/03/2024,104562.06,104283.64,104622.72,104231.58,622.84M,0.0027
27/03/2024,104283.64,103952.47,104292.34,103844.41,499.37M,0.0032
26/03/2024,103952.47,104211.79,104247.51,103933.86,373.92M,-0.0018
25/03/2024,104136.35,104648.98,104671.62,104129.1,270.61M,-0.0049
22/03/2024,104647.37,104452.18,104993.21,104437.8,504.81M,0.0025
21/03/2024,104387.47,104256.81,104475.7,103888.54,336.45M,0.0013
20/03/2024,104256.81,104553.31,104553.31,104212.86,298.18M,-0.0028
19/03/2024,104553.31,104675.43,104731.35,104265.65,306.41M,-0.0011
18/03/2024,104663.34,105085.25,105187.74,104294.09,287.37M,-0.004
15/03/2024,105085.25,104056.21,104059.39,103845.53,94.43M,0.0099
14/03/2024,104056.21,104005.87,104148.35,103886.07,226.20M,0.0005
13/03/2024,104007.49,103524.44,104035.93,103522.9,326.83M,0.0047
12/03/2024,103524.44,102044.84,103524.44,102044.84,565.12M,0.0145
11/03/2024,102044.84,101294.91,102044.84,101294.91,436.65M,0.007
08/03/2024,101330.85,100338.07,101788.26,100338.07,357.93M,0.0099
07/03/2024,100335.3,100014.78,100545.25,99593.29,554.24M,0.0075
06/03/2024,99591.64,99057.15,99653.22,99033.51,416.34M,0.004
05/03/2024,99190.46,98759.81,99192.82,98376.48,397.92M,0.0035
04/03/2024,98847.89,98751.98,99290.05,98503.61,428.99M,0.001
01/03/2024,98751.98,99980.3,100798.7,98708.14,367.39M,-0.0123
29/02/2024,99980.3,99266.02,99987.41,98939.56,542.85M,0.0068
28/02/2024,99302.57,100495.2,100495.2,99283.18,396.12M,-0.0127
27/02/2024,100582.89,101995.53,102026.73,100582.89,280.31M,-0.0139
26/02/2024,101995.53,102088.07,102340.4,101852.39,294.22M,-0.0009
23/02/2024,102088.3,101239.1,102099.55,101177.81,290.89M,0.0084
22/02/2024,101239.1,101362.38,101465.65,101236.51,252.88M,-0.0012
21/02/2024,101362.38,101061.94,101562.34,101061.94,302.55M,0.003
20/02/2024,101060.67,102393.23,102690.03,101047.68,256.04M,-0.013
19/02/2024,102393.23,105722.78,106087.84,102395.21,270.76M,-0.0315
16/02/2024,105722.78,104856.6,105740.36,104856.6,342.42M,0.0156
15/02/2024,104100,103498.28,104475.14,103498.28,284.39M,0.0058
14/02/2024,103498.28,101708.5,104260.66,101708.5,426.75M,0.0176
13/02/2024,101707.7,102042.32,102062.1,101585.71,262.91M,-0.0033
12/02/2024,102042.32,101858.37,102134.77,101703.32,242.32M,0.0018
09/02/2024,101858.37,101257.38,102011.43,101192.24,321.78M,0.0062
08/02/2024,101227.67,102106.31,102106.31,100660.97,478.28M,-0.0086
07/02/2024,102106.31,102108.05,102369.02,101937.03,341.31M,0
06/02/2024,102108.05,103659.81,103784.49,102033.2,494.09M,-0.015
05/02/2024,103659.81,104421.23,104964.59,103648.33,841.44M,-0.0073
02/02/2024,104421.23,102804.77,104590.52,102804.77,943.33M,0.0157
01/02/2024,102802.25,101032.6,102818.72,100573.39,861.00M,0.0163
31/01/2024,101154.46,103154.72,104467.07,101115.56,749.00M,-0.019
30/01/2024,103110.15,104699.66,104706.12,102885.14,648.95M,-0.0149
29/01/2024,104674.67,102401.88,105005.75,100682.64,689.93M,0.0222
26/01/2024,102401.88,102150.19,102446.9,102080.24,519.39M,0.0025
25/01/2024,102149.93,101571.11,102149.93,101470.48,504.19M,0.0057
24/01/2024,101571.11,98616.97,101571.11,98613.62,488.49M,0.03
23/01/2024,98616.97,95768.12,98947.31,95732.95,747.51M,0.0297
22/01/2024,95768.12,94538.12,96307.46,94538.12,721.81M,0.013
19/01/2024,94538.12,91891.55,94538.12,91793.8,844.49M,0.0287
18/01/2024,91896.97,90063.25,91901.79,89974.79,1.14B,0.0204
17/01/2024,90063.25,87971.1,90234.77,87971.1,1.30B,0.0238
16/01/2024,87971.1,84640.89,88009.79,84640.89,1.09B,0.0393
15/01/2024,84640.89,83029.97,84640.89,82949.4,807.50M,0.0192
12/01/2024,83042.96,82597.08,83084.99,82587.83,600.63M,0.0054
11/01/2024,82597.08,82024.38,82647.54,81640.42,877.25M,0.007
10/01/2024,82024.38,83204.47,83234.64,81413.08,1.64B,-0.014
09/01/2024,83191.84,80328.58,83240.25,80302.25,1.41B,0.0356
08/01/2024,80328.58,79664.66,80328.58,79562.13,1.19B,0.0083
05/01/2024,79664.66,78020.54,79696.01,78014.39,892.68M,0.0211
04/01/2024,78020.54,77544.52,78179.12,77544.52,984.19M,0.0062
03/01/2024,77537.57,75990.16,77548.01,75990.16,927.56M,0.0204
02/01/2024,75990.88,74773.98,76034.56,74747.64,515.81M,0.0163
29/12/2023,74773.85,74480.29,74850.26,74366.97,368.60M,0.0036
28/12/2023,74502.58,73768.64,74502.58,73734.59,384.58M,0.0099
27/12/2023,73768.64,74034.23,74249.15,73717.6,432.91M,-0.0034
22/12/2023,74023.27,74288.88,74430.47,73993.49,423.20M,-0.0036
21/12/2023,74289.02,73397.71,74292.82,73397.71,760.93M,0.0121
20/12/2023,73397.71,72470.1,73402.67,72470.1,552.22M,0.0128
19/12/2023,72470.1,72404.91,72489.21,72320.32,411.06M,0.0009
18/12/2023,72404.91,72389.23,72413.13,72276.75,324.15M,0.0002
